Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Purpose,Origination_Date,Credit_Score,Interest_Rate,Loan_Term_Months,Monthly_Installment,Number_of_Active_Loans,Total_Debt,Debt_to_Income,Loan_to_Income,Previous_Defaults,Days_Past_Due,Payment_History_Ratio,Credit_Utilization,Collateral_Type,Default_Flag,Loan_Status
LOAN_01123,CUST_08725,Mortgage,558155.55,Primary Residence,2016-10-16,690,5.09,300,3292.26,1,820429.62,0.4361,6.1609,0,0,0.9526,0.4378,Residential Property,0,Current
LOAN_01124,CUST_02073,Auto,57069.07,Commercial Vehicle,2024-08-23,567,7.89,72,997.54,1,140035.86,0.3878,1.8486,0,7,1.0,0.5174,Motorcycle,0,Grace Period
LOAN_01125,CUST_06951,Personal,1063.15,Emergency Fund,2024-08-28,463,11.93,24,50.01,2,1343.04,1.0813,0.9578,0,5,0.9659,0.6741,Jewelry,1,Default
LOAN_01126,CUST_01641,Auto,956.46,New Car Purchase,2025-02-23,555,8.36,60,19.56,1,1511.01,0.2326,0.948,0,13,1.0,0.355,Motorcycle,0,Grace Period
LOAN_01127,CUST_00516,Consumer,14125.42,Electronics Purchase,2018-12-24,590,8.77,6,2414.82,2,22067.5,1.5,0.5523,1,9,0.8887,0.5954,Furniture,0,Grace Period
LOAN_01128,CUST_06813,Mortgage,7587.59,Investment Property,2023-05-23,616,7.9,240,62.99,1,13687.9,0.3439,3.4516,0,0,0.9651,0.5125,Commercial Property,0,Current
LOAN_01129,CUST_08302,Consumer,2953.84,Subscription,2025-05-27,564,9.59,36,94.74,2,3915.14,0.099,0.1287,0,3,0.9517,0.2338,Electronics,0,Grace Period
LOAN_01130,CUST_04912,Mortgage,332381.0,Second Home,2023-06-27,665,5.38,180,2694.71,2,806412.9,1.4272,7.3348,0,0,1.0,0.6491,Land,0,Current
LOAN_01131,CUST_00327,Mortgage,70414.65,Home Construction,2024-10-23,592,8.57,180,696.29,3,124317.0,1.2804,3.5967,1,24,0.8754,0.5983,Residential Property,0,Late (16-30 days)
LOAN_01132,CUST_00535,Mortgage,349940.83,Land Purchase,2018-10-22,615,7.61,300,2611.12,1,356612.09,0.6013,6.7151,0,2,0.9512,0.2985,Commercial Property,1,Default
LOAN_01133,CUST_07301,Personal,1027.07,Legal Fees,2025-05-06,499,10.11,36,33.19,1,2305.74,0.3983,1.0271,1,46,0.7825,0.5994,Jewelry,0,Late (31-90 days)
LOAN_01134,CUST_04904,Personal,8949.44,Home Improvement,2025-05-08,529,9.03,60,185.91,5,11164.65,0.9275,0.7442,0,0,1.0,0.539,Fixed Deposit,0,Fully Paid
LOAN_01135,CUST_01027,Personal,16312.4,Relocation,2024-12-22,546,9.55,48,410.21,1,20716.0,0.4192,1.3892,0,1,0.9509,0.4005,Jewelry,0,Grace Period
LOAN_01136,CUST_04514,Consumer,8978.33,Appliances,2025-04-12,553,9.02,12,785.25,2,15599.93,1.4834,0.7067,0,1,0.9529,0.1989,Furniture,0,Grace Period
LOAN_01137,CUST_02848,Mortgage,42648.68,Home Construction,2023-07-04,566,8.25,360,320.41,2,80560.74,1.0766,5.9711,1,27,0.8136,0.122,Commercial Property,0,Late (16-30 days)
LOAN_01138,CUST_07434,Personal,92472.07,Debt Consolidation,2022-05-28,641,7.51,24,4161.63,3,216077.21,1.5,1.2329,1,20,0.8337,0.3232,None,1,Default
LOAN_01139,CUST_05809,Auto,70136.1,Used Car Purchase,2022-05-26,592,8.29,60,1431.86,1,169043.02,0.2726,1.1126,0,3,0.9751,0.2712,Used Vehicle,0,Grace Period
LOAN_01140,CUST_06974,Auto,20185.11,Car Refinance,2024-12-01,557,9.6,36,647.53,1,39758.64,0.7217,1.8746,0,3,1.0,0.1048,Motorcycle,0,Grace Period
LOAN_01141,CUST_00868,Personal,9166.17,Education Fees,2023-10-26,581,7.98,24,414.48,4,20275.77,1.5,0.9416,1,34,0.7593,0.1353,None,1,Late (31-90 days)
LOAN_01142,CUST_08207,Consumer,31686.15,Subscription,2024-05-14,659,5.64,24,1399.22,1,44565.71,0.3709,0.7,0,2,0.9957,0.2144,None,0,Grace Period
LOAN_01143,CUST_08213,Auto,5998.32,Motorcycle,2024-02-21,503,10.25,48,152.85,1,8899.97,0.4816,1.5751,1,21,0.8873,0.3349,Used Vehicle,0,Late (16-30 days)
LOAN_01144,CUST_02468,Auto,129804.13,Commercial Vehicle,2021-10-07,680,5.66,60,2489.01,1,280057.87,0.4033,1.7528,1,21,0.7998,0.3531,Motorcycle,0,Late (16-30 days)
LOAN_01145,CUST_05602,Personal,10778.96,Legal Fees,2024-11-07,510,9.72,12,946.24,1,26404.79,1.5,1.4584,1,22,0.8071,0.5432,Jewelry,0,Late (16-30 days)
LOAN_01146,CUST_01942,Personal,32220.59,Vacation,2024-03-11,629,7.15,24,1444.79,2,55338.8,1.3705,1.2735,0,1,1.0,0.2474,Savings Account,0,Grace Period
LOAN_01147,CUST_04049,Auto,10411.76,Used Car Purchase,2025-05-31,513,10.51,48,266.63,4,18515.2,1.5,1.4645,1,24,0.8299,0.8021,Used Vehicle,1,Default
LOAN_01148,CUST_03485,Mortgage,68575.38,Investment Property,2025-01-14,602,7.56,240,554.96,5,102808.83,1.1316,2.3305,0,4,0.9484,0.4517,Residential Property,0,Grace Period
LOAN_01149,CUST_04654,Mortgage,119108.0,Land Purchase,2016-12-22,629,7.77,120,1430.67,2,220046.82,1.5,6.6637,0,1,0.954,0.2075,Commercial Property,0,Grace Period
LOAN_01150,CUST_08498,Personal,11932.74,Legal Fees,2022-02-23,619,6.98,12,1032.39,1,16804.29,0.5805,0.5592,0,3,0.972,0.2322,Savings Account,0,Grace Period
LOAN_01151,CUST_02606,Auto,18610.98,New Car Purchase,2023-07-28,539,9.89,36,599.56,1,39213.94,0.3232,0.836,1,28,0.7861,0.6296,New Vehicle,0,Late (16-30 days)
LOAN_01152,CUST_03414,Consumer,13279.17,Retail Financing,2024-10-06,564,8.89,18,790.74,3,32638.23,1.361,0.6349,0,13,0.9205,0.0843,Electronics,1,Default
LOAN_01153,CUST_07676,Consumer,6028.66,Electronics Purchase,2023-10-10,586,7.88,36,188.58,2,6841.44,0.4181,0.5569,0,2,1.0,0.7111,None,0,Grace Period
LOAN_01154,CUST_04340,Auto,1220.15,Used Car Purchase,2025-05-31,426,11.63,72,23.62,1,1780.74,0.2417,1.0405,0,3,0.9649,0.9006,Motorcycle,0,Grace Period
LOAN_01155,CUST_07072,Auto,52262.54,Motorcycle,2023-12-19,662,7.08,60,1036.83,2,127224.48,0.3201,0.6723,0,1,1.0,0.2105,Motorcycle,0,Grace Period
LOAN_01156,CUST_04331,Consumer,1881.02,Retail Financing,2025-01-17,530,9.8,36,60.52,3,1999.91,0.1653,0.1427,0,14,0.9141,0.4699,Electronics,0,Grace Period
LOAN_01157,CUST_04560,Auto,8154.89,Used Car Purchase,2025-04-27,583,8.36,72,144.42,2,8333.1,0.2153,0.5066,0,23,0.8921,0.4805,New Vehicle,1,Default
LOAN_01158,CUST_06300,Personal,9443.76,Wedding,2022-10-28,645,5.98,24,418.47,1,15168.05,0.2646,0.4976,0,0,0.9732,0.5319,Jewelry,0,Current
LOAN_01159,CUST_03799,Personal,2448.14,Other Personal,2024-11-28,529,8.58,24,111.37,1,5062.94,0.4375,0.8015,0,1,1.0,0.5438,None,0,Grace Period
LOAN_01160,CUST_06502,Mortgage,263930.25,Second Home,2022-05-26,602,7.34,240,2100.46,2,437441.97,1.4406,7.5425,1,8,0.9206,0.436,Commercial Property,0,Grace Period
LOAN_01161,CUST_09804,Auto,5147.48,Car Refinance,2017-06-01,565,8.06,36,161.45,1,9227.08,0.2369,0.6294,1,36,0.7699,0.2913,Used Vehicle,0,Late (31-90 days)
LOAN_01162,CUST_03494,Mortgage,67396.01,Home Construction,2022-11-14,513,9.86,360,584.49,2,101577.22,1.1389,5.4716,1,12,0.8264,0.7727,Commercial Property,1,Default
LOAN_01163,CUST_04960,Personal,35584.51,Wedding,2022-02-14,541,9.97,48,902.0,1,49138.95,0.4127,1.3567,0,0,1.0,0.9475,Savings Account,0,Current
LOAN_01164,CUST_08368,Auto,132112.82,Car Refinance,2024-09-21,596,8.2,60,2691.43,1,235916.92,0.4345,1.7775,0,0,1.0,0.4105,Motorcycle,0,Current
LOAN_01165,CUST_07419,Auto,8080.86,Car Refinance,2024-12-18,595,7.85,72,141.09,3,17920.43,0.9507,1.5125,1,22,0.8693,0.2069,Motorcycle,0,Late (16-30 days)
LOAN_01166,CUST_03223,Mortgage,22983.95,Refinance,2024-09-15,521,9.18,180,235.59,3,32477.03,0.953,2.5825,1,23,0.7975,0.4362,Commercial Property,1,Default
LOAN_01167,CUST_01227,Personal,24571.81,Relocation,2021-07-28,602,8.09,12,2138.49,1,35023.38,1.2065,1.1553,0,20,0.9448,0.1153,None,1,Default
LOAN_01168,CUST_04445,Mortgage,19519.4,Refinance,2023-09-11,487,10.86,300,189.34,1,37526.66,0.5859,5.0333,2,61,0.6783,0.4365,Residential Property,1,Late (31-90 days)
LOAN_01169,CUST_01248,Auto,45353.13,Car Repair,2023-11-30,624,7.31,72,779.99,2,111097.56,0.6924,1.6774,1,10,0.8306,0.0958,Used Vehicle,0,Grace Period
LOAN_01170,CUST_06644,Personal,68176.48,Medical Expenses,2023-04-01,644,6.79,60,1343.23,1,80126.38,0.2826,1.1955,1,8,0.8587,0.3881,Jewelry,0,Grace Period
LOAN_01171,CUST_03973,Personal,10310.08,Other Personal,2023-05-29,560,8.76,12,900.48,2,17776.12,1.5,1.1484,0,7,0.935,0.122,None,1,Default
LOAN_01172,CUST_06988,Personal,34007.95,Vacation,2024-07-14,628,8.22,36,1069.14,1,47030.96,0.276,0.7317,0,0,0.9758,0.2351,Jewelry,0,Current
LOAN_01173,CUST_09595,Mortgage,149410.04,Investment Property,2022-12-17,585,8.87,120,1882.17,2,305870.69,1.5,7.8611,0,11,0.9524,0.0778,Commercial Property,0,Grace Period
LOAN_01174,CUST_09897,Auto,58228.62,Commercial Vehicle,2024-12-26,600,7.05,72,994.14,1,78196.42,0.2957,1.4433,0,7,0.9863,0.3202,New Vehicle,0,Grace Period
LOAN_01175,CUST_01388,Consumer,2603.19,Furniture,2024-06-03,530,10.33,18,156.74,4,4375.36,1.1973,0.4143,0,8,0.9972,0.5845,None,1,Default
LOAN_01176,CUST_03246,Consumer,29532.45,Electronics Purchase,2019-09-15,619,8.28,36,929.26,2,60967.42,0.345,0.4568,0,12,0.9328,0.3021,Electronics,0,Grace Period
LOAN_01177,CUST_02595,Consumer,3774.66,Subscription,2025-05-19,567,8.03,36,118.34,3,7541.71,0.5349,0.4739,0,16,0.9101,0.0652,None,0,Late (16-30 days)
LOAN_01178,CUST_01238,Personal,12690.0,Home Improvement,2023-09-24,648,6.38,36,388.24,1,15022.82,0.1874,0.5106,0,1,0.9566,0.2951,None,0,Grace Period
LOAN_01179,CUST_06355,Mortgage,232280.04,Refinance,2023-12-17,583,8.13,240,1961.72,1,453939.61,0.5998,5.9182,1,30,0.7755,0.187,Land,0,Late (16-30 days)
LOAN_01180,CUST_07651,Consumer,5129.23,Subscription,2020-11-20,518,9.27,12,449.2,2,11394.45,1.5,0.739,0,9,0.9385,0.5676,None,0,Grace Period
LOAN_01181,CUST_09482,Personal,709.99,Other Personal,2025-05-30,529,10.27,36,23.0,1,1521.87,0.2137,0.5497,0,0,1.0,0.6511,Fixed Deposit,0,Fully Paid
LOAN_01182,CUST_08885,Personal,19534.96,Legal Fees,2022-10-08,550,8.9,60,404.57,1,27632.12,0.309,1.2433,0,20,0.9637,0.4002,Savings Account,0,Late (16-30 days)
LOAN_01183,CUST_02048,Personal,1215.15,Emergency Fund,2024-10-17,565,7.75,60,24.49,1,2593.53,0.1667,0.6893,0,1,1.0,0.3402,None,0,Grace Period
LOAN_01184,CUST_09602,Consumer,3911.82,Travel Package,2024-06-21,583,7.5,6,666.31,1,6290.12,0.8538,0.4177,0,4,0.9455,0.4089,None,0,Grace Period
LOAN_01185,CUST_03803,Auto,24400.51,Car Refinance,2024-06-07,588,8.32,24,1107.13,5,45410.88,1.5,1.8647,1,27,0.8705,0.6274,New Vehicle,0,Late (16-30 days)
LOAN_01186,CUST_09466,Personal,96334.33,Relocation,2025-02-01,653,6.76,36,2963.96,3,228094.44,1.3333,1.2038,0,0,0.9637,0.2568,Jewelry,0,Current
LOAN_01187,CUST_05369,Mortgage,146975.27,Home Construction,2014-07-05,632,7.19,180,1336.72,4,269432.58,1.5,6.7503,1,10,0.8766,0.1374,Land,0,Grace Period
LOAN_01188,CUST_09452,Personal,31668.83,Debt Consolidation,2023-05-13,535,9.18,60,660.16,1,52671.52,0.3359,1.3429,0,15,0.9516,0.4569,None,0,Grace Period
LOAN_01189,CUST_08581,Mortgage,387449.64,Second Home,2024-05-24,678,5.22,240,2604.32,2,912829.46,1.0068,6.2412,0,0,1.0,0.2678,Land,0,Current
LOAN_01190,CUST_09993,Mortgage,6717.03,Land Purchase,2022-09-30,511,9.84,360,58.15,5,16033.38,1.5,6.717,1,29,0.7744,0.4478,Land,1,Default
LOAN_01191,CUST_07796,Auto,22922.83,New Car Purchase,2024-10-26,530,9.89,60,485.8,2,53918.34,0.3991,0.7846,0,12,0.9895,0.53,Used Vehicle,0,Grace Period
LOAN_01192,CUST_07196,Mortgage,164843.81,Land Purchase,2023-10-31,560,9.41,360,1375.28,5,397517.64,1.5,7.0663,0,15,0.9412,0.1049,Land,1,Default
LOAN_01193,CUST_02089,Personal,13090.32,Education Fees,2024-05-09,557,9.08,60,272.24,1,25108.35,0.3129,1.2537,0,7,0.9461,0.1417,Fixed Deposit,0,Grace Period
LOAN_01194,CUST_08680,Personal,52127.62,Legal Fees,2024-07-28,682,5.35,12,4470.88,1,116253.3,1.1438,1.1113,0,0,0.9709,0.0748,Savings Account,0,Fully Paid
LOAN_01195,CUST_09306,Personal,8046.99,Vacation,2025-01-03,500,9.36,12,705.07,3,15809.22,1.5,1.3754,0,3,0.9853,0.4753,Fixed Deposit,1,Default
LOAN_01196,CUST_03949,Personal,14261.35,Relocation,2024-01-08,548,9.72,48,359.79,1,16570.12,0.3639,1.2022,0,2,0.9623,0.5207,Jewelry,1,Default
LOAN_01197,CUST_00391,Mortgage,31395.4,Investment Property,2021-04-14,600,8.43,180,307.88,2,57175.98,0.596,2.5323,0,0,1.0,0.1403,Residential Property,0,Current
LOAN_01198,CUST_06085,Auto,2511.17,Car Refinance,2024-01-05,577,7.73,72,43.7,1,5036.95,0.3703,1.7732,1,16,0.838,0.2893,Used Vehicle,0,Late (16-30 days)
LOAN_01199,CUST_07626,Mortgage,113849.38,Investment Property,2024-01-31,601,8.74,240,1005.37,3,272110.32,1.5,7.4164,0,0,1.0,0.4357,Residential Property,0,Current
LOAN_01200,CUST_05346,Consumer,747.69,Travel Package,2024-02-07,475,11.18,18,45.31,1,1035.64,0.5437,0.7477,0,0,1.0,0.4694,None,1,Default
LOAN_01201,CUST_08926,Personal,3658.33,Other Personal,2024-07-30,614,7.41,48,88.3,2,5419.25,0.123,0.2124,0,1,1.0,0.4154,None,0,Grace Period
LOAN_01202,CUST_04555,Consumer,6913.63,Travel Package,2024-12-14,557,9.48,36,221.4,1,9670.29,0.2713,0.7059,0,5,0.9773,0.3838,Electronics,0,Grace Period
LOAN_01203,CUST_09418,Personal,7000.03,Other Personal,2023-10-09,562,9.08,12,612.42,5,12675.83,1.5,0.2981,0,20,0.9237,0.36,Fixed Deposit,0,Late (16-30 days)
LOAN_01204,CUST_04972,Personal,6830.65,Relocation,2024-05-14,642,7.75,60,137.69,1,14577.28,0.0843,0.3485,0,2,0.9965,0.4645,Fixed Deposit,1,Default
LOAN_01205,CUST_02970,Auto,69295.21,Commercial Vehicle,2020-07-19,568,9.18,60,1444.52,3,80828.42,1.4689,1.9573,0,1,1.0,0.2179,Used Vehicle,0,Grace Period
LOAN_01206,CUST_04039,Auto,32846.87,Car Refinance,2024-02-23,574,8.1,36,1030.82,5,66521.11,1.4492,0.7697,0,4,0.9816,0.1745,Used Vehicle,0,Grace Period
LOAN_01207,CUST_02061,Auto,40937.44,Car Refinance,2022-01-21,616,6.96,24,1832.13,1,58786.91,0.5316,0.9898,0,2,1.0,0.3591,Motorcycle,0,Grace Period
LOAN_01208,CUST_02849,Personal,54264.52,Home Improvement,2019-03-28,629,6.22,48,1279.88,1,82615.03,0.355,1.2542,0,1,1.0,0.7297,Jewelry,1,Default
LOAN_01209,CUST_09300,Personal,20629.75,Home Improvement,2025-05-23,630,7.89,24,931.99,2,35652.94,1.475,1.3604,0,0,1.0,0.0756,None,0,Current
LOAN_01210,CUST_01031,Auto,39923.91,New Car Purchase,2025-04-08,642,6.7,72,674.93,1,86613.26,0.1221,0.6018,0,0,1.0,0.3556,Used Vehicle,0,Current
LOAN_01211,CUST_04433,Auto,17164.88,Car Repair,2024-09-24,582,8.97,72,309.15,3,18777.01,0.9776,1.5078,0,12,0.9292,0.2634,Used Vehicle,0,Grace Period
LOAN_01212,CUST_02951,Consumer,13457.69,Appliances,2022-05-22,567,9.43,18,804.7,3,17390.86,0.8482,0.394,1,40,0.8354,0.2713,Electronics,0,Late (31-90 days)
LOAN_01213,CUST_05815,Personal,18998.94,Emergency Fund,2023-10-25,553,8.8,60,392.55,2,47071.87,0.2541,0.5123,0,6,1.0,0.2047,Savings Account,0,Grace Period
LOAN_01214,CUST_02155,Personal,7693.1,Education Fees,2022-03-20,604,8.37,12,670.53,3,11438.84,1.5,1.3994,0,2,0.9959,0.2008,Jewelry,0,Grace Period
LOAN_01215,CUST_04136,Personal,26718.34,Other Personal,2018-03-09,604,8.14,48,654.03,3,33083.01,0.3413,0.3873,0,13,0.9415,0.2494,Savings Account,0,Grace Period
LOAN_01216,CUST_00419,Personal,13758.27,Education Fees,2014-01-02,549,9.48,24,631.58,4,27287.79,1.5,0.7134,1,17,0.836,0.8234,Jewelry,1,Default
LOAN_01217,CUST_04113,Auto,64287.58,New Car Purchase,2020-11-23,591,8.18,24,2912.83,3,117869.39,1.5,1.1421,0,3,1.0,0.4192,New Vehicle,0,Grace Period
LOAN_01218,CUST_04349,Consumer,28416.61,Appliances,2024-07-23,645,7.08,6,4834.38,3,45006.3,1.5,0.6792,0,0,1.0,0.4832,None,0,Current
LOAN_01219,CUST_05671,Mortgage,115728.08,Home Construction,2021-05-15,625,6.67,240,874.46,1,240884.22,0.597,6.5836,0,1,1.0,0.2235,Land,0,Grace Period
LOAN_01220,CUST_06012,Mortgage,124590.55,Second Home,2024-11-24,581,8.65,300,1015.86,1,217235.65,0.5637,5.7612,1,10,0.9115,0.0827,Commercial Property,0,Grace Period
LOAN_01221,CUST_05794,Auto,20139.45,Car Repair,2025-01-31,527,9.51,36,645.22,4,43719.15,1.5,1.8881,0,2,0.9727,0.9122,Used Vehicle,0,Grace Period
LOAN_01222,CUST_01863,Consumer,2946.82,Electronics Purchase,2025-04-01,509,9.72,6,505.15,1,4799.25,1.0684,0.5194,0,11,1.0,0.9447,Electronics,0,Grace Period
LOAN_01223,CUST_00444,Personal,500.0,Vacation,2025-04-02,579,8.22,24,22.66,1,630.51,0.2719,0.5,2,15,0.8003,0.4281,Fixed Deposit,1,Default
LOAN_01224,CUST_02374,Auto,56801.3,Motorcycle,2024-06-21,683,5.95,36,1726.72,4,71044.37,1.4931,1.0232,0,0,1.0,0.261,Used Vehicle,0,Current
LOAN_01225,CUST_00622,Personal,1693.27,Debt Consolidation,2024-11-06,521,10.62,48,43.45,1,3580.22,0.1381,0.4486,0,4,1.0,0.48,Fixed Deposit,0,Grace Period
LOAN_01226,CUST_01393,Auto,32778.63,New Car Purchase,2024-01-20,669,6.38,36,1002.84,2,78843.86,0.4649,0.6331,1,26,0.8564,0.2096,Used Vehicle,0,Late (16-30 days)
LOAN_01227,CUST_07693,Mortgage,93438.02,Primary Residence,2014-04-06,619,7.89,180,887.02,4,138196.25,1.0915,2.3954,1,18,0.8262,0.1298,Land,0,Late (16-30 days)
LOAN_01228,CUST_03915,Mortgage,66796.07,Second Home,2018-09-10,511,9.54,240,624.37,1,147128.16,0.8016,7.1467,0,1,0.9956,0.5743,Residential Property,0,Grace Period
LOAN_01229,CUST_02105,Personal,16050.7,Relocation,2025-02-28,502,9.93,36,517.38,1,23863.66,0.5031,1.3007,0,7,0.9465,0.884,Jewelry,0,Grace Period
LOAN_01230,CUST_02761,Auto,29612.97,New Car Purchase,2025-05-31,608,6.8,72,502.03,3,72831.29,0.9764,1.5999,0,5,0.9736,0.0865,Used Vehicle,1,Default
LOAN_01231,CUST_03843,Consumer,23746.32,Travel Package,2024-05-15,593,8.06,36,744.78,3,39677.91,0.4657,0.4125,1,13,0.8362,0.4246,None,0,Grace Period
LOAN_01232,CUST_08785,Personal,41603.08,Vacation,2025-05-26,641,7.38,48,1003.59,1,53683.57,0.3964,1.3694,0,0,0.9872,0.2017,Fixed Deposit,1,Default
LOAN_01233,CUST_04078,Mortgage,42259.66,Second Home,2025-04-08,597,7.87,300,322.54,1,61029.55,0.2483,2.711,0,3,1.0,0.3021,Residential Property,0,Grace Period
LOAN_01234,CUST_00978,Mortgage,56054.33,Refinance,2021-12-14,521,9.85,120,736.11,1,130654.96,0.6482,4.1134,1,27,0.8582,0.6002,Residential Property,0,Late (16-30 days)
LOAN_01235,CUST_03956,Mortgage,9916.22,Refinance,2025-03-18,477,9.97,300,89.9,2,20399.01,1.5,7.8954,1,33,0.8478,0.6819,Land,0,Late (31-90 days)
LOAN_01236,CUST_04534,Mortgage,331807.66,Primary Residence,2025-04-02,655,5.65,180,2737.63,2,675835.73,1.2194,6.158,0,0,0.953,0.2141,Land,0,Current
LOAN_01237,CUST_04089,Mortgage,51109.34,Land Purchase,2023-04-11,625,7.29,360,350.04,2,77797.09,0.4378,2.6634,0,0,1.0,0.4607,Residential Property,0,Fully Paid
LOAN_01238,CUST_05449,Mortgage,288931.61,Second Home,2024-02-19,601,7.08,300,2056.88,3,432299.65,1.1915,4.6492,0,1,0.9899,0.5226,Commercial Property,0,Grace Period
LOAN_01239,CUST_01598,Consumer,707.52,Electronics Purchase,2024-07-02,487,11.18,12,62.59,2,959.62,1.5,0.7075,2,57,0.651,0.5,Electronics,0,Late (31-90 days)
LOAN_01240,CUST_05055,Personal,5785.52,Other Personal,2022-05-18,557,8.45,36,182.5,2,13121.54,0.1986,0.2623,1,35,0.7779,0.1603,Fixed Deposit,0,Late (31-90 days)
LOAN_01241,CUST_05005,Consumer,9870.9,Appliances,2024-08-11,592,8.07,24,446.75,1,17793.84,0.2877,0.5298,0,2,1.0,0.1243,Furniture,0,Grace Period
LOAN_01242,CUST_07266,Mortgage,502825.5,Home Construction,2025-03-06,670,7.21,240,3962.03,3,898746.65,1.5,6.5085,0,1,0.9857,0.2889,Commercial Property,1,Default
LOAN_01243,CUST_07906,Personal,500.0,Other Personal,2022-12-11,493,10.29,36,16.2,1,917.73,0.157,0.4037,1,37,0.7628,0.4757,Jewelry,0,Late (31-90 days)
LOAN_01244,CUST_01660,Personal,12591.84,Legal Fees,2024-08-11,579,8.33,24,571.39,2,22700.45,0.8418,0.773,0,1,1.0,0.1448,None,1,Default
LOAN_01245,CUST_09888,Consumer,12038.09,Retail Financing,2019-03-08,622,8.01,36,377.29,5,15750.71,1.3461,0.7158,0,0,1.0,0.1904,Furniture,0,Current
LOAN_01246,CUST_05759,Auto,29761.43,Car Refinance,2024-04-28,580,7.87,36,930.83,2,47798.81,1.2164,1.6205,1,18,0.8167,0.4142,New Vehicle,1,Default
LOAN_01247,CUST_07307,Auto,1896.23,Motorcycle,2025-05-31,506,9.34,24,86.92,3,3204.16,1.5,1.41,2,59,0.6308,0.8321,Used Vehicle,1,Late (31-90 days)
LOAN_01248,CUST_01153,Personal,5258.39,Emergency Fund,2024-10-21,523,8.75,48,130.23,2,12181.57,0.2933,0.4935,2,23,0.7624,0.3596,Fixed Deposit,0,Late (16-30 days)
LOAN_01249,CUST_05850,Personal,41715.08,Wedding,2022-10-20,589,8.75,24,1900.96,2,76626.86,1.5,1.4761,1,28,0.8032,0.4358,Savings Account,1,Default
LOAN_01250,CUST_07443,Auto,52918.68,Used Car Purchase,2025-01-21,591,8.93,72,952.05,3,104479.86,0.7887,1.2178,1,20,0.8295,0.3325,Used Vehicle,0,Late (16-30 days)
LOAN_01251,CUST_00449,Auto,12427.7,Car Refinance,2025-03-06,506,10.1,48,315.8,1,13725.5,0.5481,1.7975,2,41,0.6406,0.6354,New Vehicle,1,Late (31-90 days)
LOAN_01252,CUST_06593,Mortgage,76839.6,Refinance,2021-02-03,520,9.92,300,693.91,2,97205.8,0.9128,4.2114,0,1,1.0,0.5002,Residential Property,0,Grace Period
LOAN_01253,CUST_03274,Personal,6187.68,Education Fees,2022-06-16,503,9.68,24,284.62,2,14294.75,0.8102,0.7339,0,9,0.9769,0.4845,Fixed Deposit,1,Default
LOAN_01254,CUST_00282,Mortgage,57902.29,Second Home,2023-08-09,556,9.11,240,525.07,2,72776.16,0.4617,2.1215,2,50,0.6994,0.1356,Commercial Property,0,Late (31-90 days)
LOAN_01255,CUST_07751,Consumer,6415.69,Electronics Purchase,2021-08-25,504,10.13,6,1101.1,1,15759.34,1.3592,0.66,0,7,0.9973,0.3482,None,0,Grace Period
LOAN_01256,CUST_00646,Personal,7331.42,Education Fees,2020-09-24,504,10.66,60,158.16,1,9481.95,0.3225,1.2458,1,12,0.8858,0.3769,None,1,Default
LOAN_01257,CUST_09351,Consumer,4958.3,Travel Package,2021-02-08,512,10.66,12,437.44,2,5067.15,0.9805,0.4631,0,5,0.9984,0.6542,Furniture,0,Grace Period
LOAN_01258,CUST_02245,Personal,19391.87,Other Personal,2022-08-11,591,8.22,36,609.64,1,27062.68,0.1606,0.4256,0,2,1.0,0.1302,Jewelry,0,Grace Period
LOAN_01259,CUST_03903,Mortgage,105212.83,Investment Property,2024-11-08,550,9.92,360,917.1,2,114878.38,1.3159,6.2902,0,1,0.968,0.1393,Residential Property,0,Grace Period
LOAN_01260,CUST_00718,Auto,53526.02,Used Car Purchase,2023-02-03,630,8.01,48,1306.98,1,93763.46,0.3604,1.2301,0,5,0.9817,0.4775,Used Vehicle,0,Grace Period
LOAN_01261,CUST_09373,Personal,10142.88,Emergency Fund,2021-04-07,556,8.34,48,249.24,1,21392.42,0.2066,0.7006,1,9,0.8493,0.3247,Savings Account,0,Grace Period
LOAN_01262,CUST_05188,Auto,17019.25,Commercial Vehicle,2024-09-11,547,9.01,24,777.6,1,25406.44,1.0726,1.9564,0,4,1.0,0.4206,Used Vehicle,0,Grace Period
LOAN_01263,CUST_00185,Personal,23883.21,Vacation,2024-05-16,554,8.2,12,2079.77,2,56372.57,1.5,1.4678,0,10,0.9886,0.1561,Fixed Deposit,0,Grace Period
LOAN_01264,CUST_02464,Mortgage,120714.31,Investment Property,2025-04-09,582,8.29,180,1173.91,1,205879.11,0.3764,3.2258,1,13,0.8802,0.194,Commercial Property,0,Grace Period
LOAN_01265,CUST_00336,Personal,48353.0,Emergency Fund,2018-06-03,603,8.65,60,995.54,2,51354.28,0.6421,1.2995,0,9,0.977,0.1025,Savings Account,0,Grace Period
LOAN_01266,CUST_03515,Consumer,7872.18,Subscription,2021-08-31,556,8.43,12,686.35,4,8295.25,1.5,0.6412,1,15,0.8208,0.1987,Furniture,0,Grace Period
LOAN_01267,CUST_02882,Personal,16140.97,Relocation,2023-07-10,587,8.03,48,394.28,1,30122.84,0.2206,0.7527,2,33,0.667,0.191,Jewelry,0,Late (31-90 days)
LOAN_01268,CUST_04542,Personal,2634.09,Home Improvement,2024-10-04,509,10.93,24,122.68,1,3588.03,0.2339,0.4185,0,1,0.9835,0.6656,Savings Account,0,Grace Period
